ID,generated
TEST_0117,0.2919045090675354
TEST_0118,0.4090237021446228
TEST_0119,0.2318921834230423
TEST_0120,0.7081243395805359
TEST_0121,0.08753456920385361
TEST_0122,0.8943445086479187
TEST_0123,0.5248839259147644
TEST_0124,0.029759639874100685
TEST_0125,0.973466157913208
TEST_0126,0.12248795479536057
TEST_0127,0.16009780764579773
TEST_0128,0.024067671969532967
TEST_0129,0.9541386961936951
TEST_0130,0.14830780029296875
TEST_0131,0.9104108810424805
TEST_0132,0.11856083571910858
TEST_0133,0.4200659990310669
TEST_0134,0.7329042553901672
TEST_0135,0.6617472171783447
TEST_0136,0.19071094691753387
TEST_0137,0.07987184077501297
TEST_0138,0.8044700026512146
TEST_0139,0.183885395526886
TEST_0140,0.07425160706043243
TEST_0141,0.11471868306398392
TEST_0142,0.42654430866241455
TEST_0143,0.09180055558681488
TEST_0144,0.3340982496738434
TEST_0145,0.5360762476921082
TEST_0146,0.8966385722160339
TEST_0147,0.6138990521430969
TEST_0148,0.10561998933553696
TEST_0149,0.917095959186554
TEST_0150,0.9740390181541443
TEST_0151,0.3081074655056
TEST_0152,0.08149116486310959
TEST_0153,0.9070602059364319
TEST_0154,0.5955444574356079
TEST_0155,0.936823308467865
TEST_0156,0.3600051999092102
TEST_0157,0.7989724278450012
TEST_0158,0.3448856472969055
TEST_0159,0.19699539244174957
TEST_0160,0.08444846421480179
TEST_0161,0.24143047630786896
TEST_0162,0.3368704915046692
TEST_0163,0.3976824879646301
TEST_0164,0.10513604432344437
TEST_0165,0.20292776823043823
TEST_0166,0.921410322189331
TEST_0167,0.11466845124959946
TEST_0168,0.2661014199256897
TEST_0169,0.5112435221672058
TEST_0170,0.34154078364372253
TEST_0171,0.3466237485408783
TEST_0172,0.9644526839256287
TEST_0173,0.0648343488574028
TEST_0174,0.9740942120552063
TEST_0175,0.7249919176101685
TEST_0176,0.06217847019433975
TEST_0177,0.05854681134223938
TEST_0178,0.07279327511787415
TEST_0179,0.23010307550430298
TEST_0180,0.9764511585235596
TEST_0181,0.9568948149681091
TEST_0182,0.6692823171615601
TEST_0183,0.7808066010475159
TEST_0184,0.9424922466278076
TEST_0185,0.9408285617828369
TEST_0186,0.8032183051109314
TEST_0187,0.7307047843933105
TEST_0188,0.9742728471755981
TEST_0189,0.024589231237769127
TEST_0190,0.727540910243988
TEST_0191,0.31039077043533325
TEST_0192,0.9574598073959351
TEST_0193,0.14104488492012024
TEST_0194,0.02010728232562542
TEST_0195,0.9134688973426819
TEST_0196,0.08146088570356369
TEST_0197,0.9663817286491394
TEST_0198,0.9542967081069946
TEST_0199,0.9671438336372375
TEST_0200,0.11005140095949173
TEST_0201,0.9607664942741394
TEST_0202,0.8955395817756653
TEST_0203,0.21451978385448456
TEST_0204,0.8855778574943542
TEST_0205,0.24657756090164185
TEST_0206,0.830575168132782
TEST_0207,0.3264048099517822
TEST_0208,0.06552835553884506
TEST_0209,0.9072045087814331
TEST_0210,0.0512433722615242
TEST_0211,0.06552835553884506
TEST_0212,0.7524054050445557
TEST_0213,0.9382654428482056
TEST_0214,0.09653226286172867
TEST_0215,0.9008838534355164
TEST_0216,0.6721267104148865
TEST_0217,0.17023329436779022
TEST_0218,0.08525233715772629
TEST_0219,0.8412373065948486
TEST_0220,0.0993962362408638
TEST_0221,0.25846073031425476
TEST_0222,0.2390393316745758
TEST_0223,0.030639773234725
TEST_0224,0.24916256964206696
TEST_0225,0.02514968067407608
TEST_0226,0.22212223708629608
TEST_0227,0.2553144693374634
TEST_0228,0.6716094017028809
TEST_0229,0.021886389702558517
TEST_0230,0.06329929083585739
TEST_0231,0.1987600475549698
TEST_0232,0.8231679797172546
TEST_0233,0.37447085976600647
TEST_0234,0.057941120117902756
TEST_0235,0.16927288472652435
TEST_0236,0.966443657875061
TEST_0237,0.5916568040847778
TEST_0238,0.03050621598958969
TEST_0239,0.17582903802394867
TEST_0240,0.30274683237075806
TEST_0241,0.05970657989382744
TEST_0242,0.05439746752381325
TEST_0243,0.18235903978347778
TEST_0244,0.04777822270989418
TEST_0245,0.02395043335855007
TEST_0246,0.405144602060318
TEST_0247,0.9389739036560059
TEST_0248,0.7962121963500977
TEST_0249,0.060046106576919556
TEST_0250,0.7739899158477783
TEST_0251,0.43316856026649475
TEST_0252,0.06391396373510361
TEST_0253,0.09268783777952194
TEST_0254,0.8102394342422485
TEST_0255,0.7135363221168518
TEST_0256,0.7283027172088623
TEST_0257,0.7023699283599854
TEST_0258,0.09968084841966629
TEST_0259,0.15881378948688507
TEST_0260,0.9573114514350891
TEST_0261,0.060063060373067856
TEST_0262,0.18317243456840515
TEST_0263,0.9710693955421448
TEST_0264,0.5581285357475281
TEST_0265,0.9250219464302063
TEST_0266,0.8768396377563477
TEST_0267,0.15656428039073944
TEST_0268,0.8931738138198853
TEST_0269,0.0572299025952816
TEST_0270,0.8276095390319824
TEST_0271,0.038195088505744934
TEST_0272,0.026119127869606018
TEST_0273,0.36746084690093994
TEST_0274,0.875195324420929
TEST_0275,0.35075142979621887
TEST_0276,0.15251998603343964
TEST_0277,0.12380364537239075
TEST_0278,0.07874657958745956
TEST_0279,0.911088228225708
TEST_0280,0.544467031955719
TEST_0281,0.1667548269033432
TEST_0282,0.05743815377354622
TEST_0283,0.1757156103849411
TEST_0284,0.055570293217897415
TEST_0285,0.10807855427265167
TEST_0286,0.9157105088233948
TEST_0287,0.21249239146709442
TEST_0288,0.6360556483268738
TEST_0289,0.9660874605178833
TEST_0290,0.8772691488265991
TEST_0291,0.2092016488313675
TEST_0292,0.9737763404846191
TEST_0293,0.1580323427915573
TEST_0294,0.5269537568092346
TEST_0295,0.4079110026359558
TEST_0296,0.8618254065513611
TEST_0297,0.20575745403766632
TEST_0298,0.9283724427223206
TEST_0299,0.7491904497146606
TEST_0300,0.9609542489051819
TEST_0301,0.7718371152877808
TEST_0302,0.9812167286872864
TEST_0303,0.4926353096961975
TEST_0304,0.21656236052513123
TEST_0305,0.09557073563337326
TEST_0306,0.09299186617136002
TEST_0307,0.07676073908805847
TEST_0308,0.1741817742586136
TEST_0309,0.02226243168115616
TEST_0310,0.08587907254695892
TEST_0311,0.9780584573745728
TEST_0312,0.15413561463356018
TEST_0313,0.9585974812507629
TEST_0314,0.0704144835472107
TEST_0315,0.8966226577758789
TEST_0316,0.1513528972864151
TEST_0317,0.9688976407051086
TEST_0318,0.9540132284164429
TEST_0319,0.2228173017501831
TEST_0320,0.2787177860736847
TEST_0321,0.9842729568481445
TEST_0322,0.5293638110160828
TEST_0323,0.34217020869255066
TEST_0324,0.934926450252533
TEST_0325,0.1963462233543396
TEST_0326,0.3254169821739197
TEST_0327,0.9769420623779297
TEST_0328,0.9578065872192383
TEST_0329,0.9370744228363037
TEST_0330,0.8427371978759766
TEST_0331,0.07369034737348557
TEST_0332,0.09080100059509277
TEST_0333,0.9616024494171143
TEST_0334,0.239389568567276
TEST_0335,0.3103034198284149
TEST_0336,0.8585238456726074
TEST_0337,0.11477744579315186
TEST_0338,0.04957953840494156
TEST_0339,0.08443626016378403
TEST_0340,0.7925298810005188
TEST_0341,0.886471688747406
TEST_0342,0.126377135515213
TEST_0343,0.5812907218933105
TEST_0344,0.30591756105422974
TEST_0345,0.9003754258155823
TEST_0346,0.6675907373428345
TEST_0347,0.029536137357354164
TEST_0348,0.04904584214091301
TEST_0349,0.9758430123329163
TEST_0350,0.945777952671051
TEST_0351,0.8641502261161804
TEST_0352,0.6675907373428345
TEST_0353,0.3512532711029053
TEST_0354,0.44401440024375916
TEST_0355,0.2341356873512268
TEST_0356,0.9740755558013916
TEST_0357,0.29903924465179443
TEST_0358,0.24668215215206146
TEST_0359,0.9558075666427612
TEST_0360,0.9615631699562073
TEST_0361,0.9629051089286804
TEST_0362,0.4624517261981964
TEST_0363,0.935638964176178
TEST_0364,0.6186040639877319
TEST_0365,0.7764579057693481
TEST_0366,0.6319654583930969
TEST_0367,0.042348943650722504
TEST_0368,0.9296197891235352
TEST_0369,0.39648205041885376
TEST_0370,0.3341546654701233
TEST_0371,0.46792900562286377
TEST_0372,0.16795793175697327
TEST_0373,0.2516475319862366
TEST_0374,0.1248316615819931
TEST_0375,0.6898271441459656
TEST_0376,0.5028128027915955
TEST_0377,0.48053041100502014
TEST_0378,0.6748307347297668
TEST_0379,0.2525272071361542
TEST_0380,0.9578296542167664
TEST_0381,0.6686899662017822
TEST_0382,0.8353991508483887
TEST_0383,0.8937965631484985
TEST_0384,0.588531494140625
TEST_0385,0.704228937625885
TEST_0386,0.5696572065353394
TEST_0387,0.2940264344215393
TEST_0388,0.06624632328748703
TEST_0389,0.7596707344055176
TEST_0390,0.1023731455206871
TEST_0391,0.7321859002113342
TEST_0392,0.0979190468788147
TEST_0393,0.20552916824817657
TEST_0394,0.94636470079422
TEST_0395,0.9515739679336548
TEST_0396,0.8569170832633972
TEST_0397,0.9360374212265015
TEST_0398,0.9279990196228027
TEST_0399,0.5768111944198608
TEST_0400,0.7434855699539185
TEST_0401,0.4091770052909851
TEST_0402,0.5425088405609131
TEST_0403,0.8761453628540039
TEST_0404,0.9414491057395935
TEST_0405,0.2837994694709778
TEST_0406,0.8365963697433472
TEST_0407,0.8285501599311829
TEST_0408,0.7972108125686646
TEST_0409,0.16472633183002472
TEST_0410,0.9646716117858887
TEST_0411,0.9145793914794922
TEST_0412,0.9490914344787598
TEST_0413,0.08691153675317764
TEST_0414,0.06890102475881577
TEST_0415,0.1759677231311798
TEST_0416,0.4354449212551117
TEST_0417,0.7034852504730225
TEST_0418,0.9805659055709839
TEST_0419,0.482168972492218
TEST_0420,0.9208364486694336
TEST_0421,0.8938372135162354
TEST_0422,0.98189377784729
TEST_0423,0.9242111444473267
TEST_0424,0.3377411961555481
TEST_0425,0.9738878011703491
TEST_0426,0.6228165626525879
TEST_0427,0.1874283254146576
TEST_0428,0.05638294667005539
TEST_0429,0.9035347104072571
TEST_0430,0.9537680149078369
TEST_0431,0.9236939549446106
TEST_0432,0.16312536597251892
TEST_0433,0.7254610657691956
TEST_0434,0.16334275901317596
TEST_0435,0.9366773366928101
TEST_0436,0.6426888108253479
TEST_0437,0.9787624478340149
TEST_0438,0.14839224517345428
TEST_0439,0.8732603788375854
TEST_0440,0.9840949177742004
TEST_0441,0.1597585678100586
TEST_0442,0.9639542102813721
TEST_0443,0.7571344375610352
TEST_0444,0.9480547904968262
TEST_0445,0.4453836679458618
TEST_0446,0.9595299363136292
TEST_0447,0.790986180305481
TEST_0448,0.8929954171180725
TEST_0449,0.24705202877521515
TEST_0450,0.1919059306383133
TEST_0451,0.1361234188079834
TEST_0452,0.30947235226631165
TEST_0453,0.15776079893112183
TEST_0454,0.8726945519447327
TEST_0455,0.27756422758102417
TEST_0456,0.39198580384254456
TEST_0457,0.8890957832336426
TEST_0458,0.5181822776794434
TEST_0459,0.26321208477020264
TEST_0460,0.27598991990089417
TEST_0461,0.20174723863601685
TEST_0462,0.8648242950439453
TEST_0463,0.24899950623512268
TEST_0464,0.22355490922927856
TEST_0465,0.7942379713058472
TEST_0466,0.38689786195755005
TEST_0467,0.9514090418815613
TEST_0468,0.9554523825645447
TEST_0469,0.7062436938285828
TEST_0470,0.6525540351867676
TEST_0471,0.07763993740081787
TEST_0472,0.6825708746910095
TEST_0473,0.45570477843284607
TEST_0474,0.6228600740432739
TEST_0475,0.22316525876522064
TEST_0476,0.1888609081506729
TEST_0477,0.8369607925415039
TEST_0478,0.7504491209983826
TEST_0479,0.9576978087425232
TEST_0480,0.2469106912612915
TEST_0481,0.25426870584487915
TEST_0482,0.9434257745742798
TEST_0483,0.3779332637786865
TEST_0484,0.7275128364562988
TEST_0485,0.8561326861381531
TEST_0486,0.9353911280632019
TEST_0487,0.3300183415412903
TEST_0488,0.9639747142791748
TEST_0489,0.7690460085868835
TEST_0490,0.9308943152427673
TEST_0491,0.3093978762626648
TEST_0492,0.5506982803344727
TEST_0493,0.6992348432540894
TEST_0494,0.38677114248275757
TEST_0495,0.8262184262275696
TEST_0496,0.9829455614089966
TEST_0497,0.06470417231321335
TEST_0498,0.1903630644083023
TEST_0499,0.059299204498529434
TEST_0500,0.04762028157711029
TEST_0501,0.9709186553955078
TEST_0502,0.1353624165058136
TEST_0503,0.965355396270752
TEST_0504,0.1264643520116806
TEST_0505,0.8418969511985779
TEST_0506,0.2355833798646927
TEST_0507,0.16839972138404846
TEST_0508,0.1711442619562149
TEST_0509,0.9533886313438416
TEST_0510,0.3053567409515381
TEST_0511,0.9099258184432983
TEST_0512,0.7410669922828674
TEST_0513,0.6815203428268433
TEST_0514,0.25418204069137573
TEST_0515,0.6417251229286194
TEST_0516,0.13659167289733887
TEST_0517,0.8439933657646179
TEST_0518,0.9336640238761902
TEST_0519,0.26856333017349243
TEST_0520,0.4113573431968689
TEST_0521,0.7165529131889343
TEST_0522,0.6596869230270386
TEST_0523,0.8994632363319397
TEST_0524,0.46703407168388367
TEST_0525,0.19018298387527466
TEST_0526,0.22520869970321655
TEST_0527,0.8632034659385681
TEST_0528,0.17101532220840454
TEST_0529,0.1837490350008011
TEST_0530,0.42306575179100037
TEST_0531,0.9455912113189697
TEST_0532,0.6321625113487244
TEST_0533,0.8032184839248657
TEST_0534,0.9693673253059387
TEST_0535,0.08098356425762177
TEST_0536,0.665878176689148
TEST_0537,0.7216137051582336
TEST_0538,0.5919821858406067
TEST_0539,0.24879254400730133
TEST_0540,0.14901496469974518
TEST_0541,0.8368211388587952
TEST_0542,0.20194335281848907
TEST_0543,0.09119877964258194
TEST_0544,0.1961243897676468
TEST_0545,0.597558319568634
TEST_0546,0.44385743141174316
TEST_0547,0.13235190510749817
TEST_0548,0.7017092108726501
TEST_0549,0.060506515204906464
TEST_0550,0.9154925346374512
TEST_0551,0.8650696277618408
TEST_0552,0.21594268083572388
TEST_0553,0.7805966734886169
TEST_0554,0.23338095843791962
TEST_0555,0.2005913406610489
TEST_0556,0.09193456918001175
TEST_0557,0.21538227796554565
TEST_0558,0.08878778666257858
TEST_0559,0.18807320296764374
TEST_0560,0.21633946895599365
TEST_0561,0.9150888919830322
TEST_0562,0.708640456199646
TEST_0563,0.4771142899990082
TEST_0564,0.388092964887619
TEST_0565,0.23156945407390594
TEST_0566,0.9508038759231567
TEST_0567,0.7781766653060913
TEST_0568,0.931117832660675
TEST_0569,0.07478116452693939
TEST_0570,0.9036264419555664
TEST_0571,0.3226199150085449
TEST_0572,0.9453587532043457
TEST_0573,0.3005826473236084
TEST_0574,0.07693839818239212
TEST_0575,0.20383302867412567
TEST_0576,0.9756078720092773
TEST_0577,0.8585854172706604
TEST_0578,0.6159528493881226
TEST_0579,0.4831295907497406
TEST_0580,0.9832943677902222
TEST_0581,0.3385581970214844
TEST_0582,0.9167701005935669
TEST_0583,0.931702196598053
TEST_0584,0.47570717334747314
TEST_0585,0.5306825041770935
TEST_0586,0.9647666215896606
TEST_0587,0.664612889289856
TEST_0588,0.9734110236167908
TEST_0589,0.35664042830467224
TEST_0590,0.9792855381965637
TEST_0591,0.9624348282814026
TEST_0592,0.9774379730224609
TEST_0593,0.9464108347892761
TEST_0594,0.08830700069665909
TEST_0595,0.9761037230491638
TEST_0596,0.22464492917060852
TEST_0597,0.24520327150821686
TEST_0598,0.08973585069179535
TEST_0599,0.07571172714233398
TEST_0600,0.5570209622383118
TEST_0601,0.3270654082298279
TEST_0602,0.43512558937072754
TEST_0603,0.24933680891990662
TEST_0604,0.24091698229312897
TEST_0605,0.9388762712478638
TEST_0606,0.15331269800662994
TEST_0607,0.5592244863510132
TEST_0608,0.7786903381347656
TEST_0609,0.09654823690652847
TEST_0610,0.4798102080821991
TEST_0611,0.6088094115257263
TEST_0612,0.16569066047668457
TEST_0613,0.4650854170322418
TEST_0614,0.11904158443212509
TEST_0615,0.021884001791477203
TEST_0616,0.024740347638726234
TEST_0617,0.42111870646476746
TEST_0618,0.632958710193634
TEST_0619,0.9075009822845459
TEST_0620,0.18646709620952606
TEST_0621,0.2374381721019745
TEST_0622,0.12269521504640579
TEST_0623,0.09944657236337662
TEST_0624,0.025741903111338615
TEST_0625,0.6716547012329102
TEST_0626,0.22561493515968323
TEST_0627,0.4364103376865387
TEST_0628,0.24293264746665955
TEST_0629,0.5512966513633728
TEST_0630,0.10751466453075409
TEST_0631,0.15862399339675903
TEST_0632,0.8849567770957947
TEST_0633,0.815505862236023
TEST_0634,0.42307332158088684
TEST_0635,0.11752407252788544
TEST_0636,0.09115142375230789
TEST_0637,0.4690060317516327
TEST_0638,0.24013227224349976
TEST_0639,0.147413969039917
TEST_0640,0.028176046907901764
TEST_0641,0.3228035569190979
TEST_0642,0.25089454650878906
TEST_0643,0.9245861172676086
TEST_0644,0.652217447757721
TEST_0645,0.9584255218505859
TEST_0646,0.819747805595398
TEST_0647,0.0902961790561676
TEST_0648,0.6899597644805908
TEST_0649,0.784074604511261
TEST_0650,0.6699718236923218
TEST_0651,0.20378164947032928
TEST_0652,0.8211830258369446
TEST_0653,0.2749581038951874
TEST_0654,0.31746622920036316
TEST_0655,0.6973035931587219
TEST_0656,0.23734641075134277
TEST_0657,0.17705480754375458
TEST_0658,0.27975043654441833
TEST_0659,0.18386374413967133
TEST_0660,0.6677100658416748
TEST_0661,0.07838446646928787
TEST_0662,0.5327906012535095
TEST_0663,0.8059730529785156
TEST_0664,0.2676957845687866
TEST_0665,0.19623808562755585
TEST_0666,0.2700458765029907
TEST_0667,0.40756526589393616
TEST_0668,0.8381015062332153
TEST_0669,0.11876839399337769
TEST_0670,0.8545759320259094
TEST_0671,0.8954805135726929
TEST_0672,0.9117283225059509
TEST_0673,0.20256970822811127
TEST_0674,0.6479707956314087
TEST_0675,0.9824926853179932
TEST_0676,0.3957281708717346
TEST_0677,0.7640524506568909
TEST_0678,0.10092157870531082
TEST_0679,0.8340877294540405
TEST_0680,0.979742705821991
TEST_0681,0.4107690751552582
TEST_0682,0.8942242860794067
TEST_0683,0.1446606069803238
TEST_0684,0.046948857605457306
TEST_0685,0.10917443037033081
TEST_0686,0.37449997663497925
TEST_0687,0.9532074928283691
TEST_0688,0.8942438364028931
TEST_0689,0.3527624011039734
TEST_0690,0.2638630270957947
TEST_0691,0.1907528042793274
TEST_0692,0.9403846263885498
TEST_0693,0.08538830280303955
TEST_0694,0.10378474742174149
TEST_0695,0.2135000377893448
TEST_0696,0.05538167804479599
TEST_0697,0.511381208896637
TEST_0698,0.31749364733695984
TEST_0699,0.13450276851654053
TEST_0700,0.7813121676445007
TEST_0701,0.8934298157691956
TEST_0702,0.241962730884552
TEST_0703,0.24029521644115448
TEST_0704,0.1782841980457306
TEST_0705,0.9033743739128113
TEST_0706,0.5663327574729919
TEST_0707,0.9754471182823181
TEST_0708,0.495858758687973
TEST_0709,0.9328647255897522
TEST_0710,0.9425843954086304
TEST_0711,0.37974101305007935
TEST_0712,0.9242931008338928
TEST_0713,0.6818134784698486
TEST_0714,0.025457095354795456
TEST_0715,0.03758542984724045
TEST_0716,0.6422179341316223
TEST_0717,0.22753046452999115
TEST_0718,0.8973904848098755
TEST_0719,0.5443846583366394
TEST_0720,0.9499189853668213
TEST_0721,0.5280683040618896
TEST_0722,0.8316310048103333
TEST_0723,0.9822758436203003
TEST_0724,0.9148885011672974
TEST_0725,0.6694462895393372
TEST_0726,0.14096537232398987
TEST_0727,0.9541518092155457
TEST_0728,0.20128865540027618
TEST_0729,0.13191108405590057
TEST_0730,0.08736872673034668
TEST_0731,0.13519787788391113
TEST_0732,0.9130964279174805
TEST_0733,0.7942468523979187
TEST_0734,0.07537250220775604
TEST_0735,0.9776806831359863
TEST_0736,0.11002868413925171
TEST_0737,0.31262606382369995
TEST_0738,0.9169759750366211
TEST_0739,0.7138922214508057
TEST_0740,0.9709122180938721
TEST_0741,0.4085378348827362
TEST_0742,0.9767320156097412
TEST_0743,0.9173775911331177
TEST_0744,0.5885262489318848
TEST_0745,0.6245102882385254
TEST_0746,0.13770140707492828
TEST_0747,0.8624868988990784
TEST_0748,0.9490487575531006
TEST_0749,0.6406573057174683
TEST_0750,0.9469343423843384
TEST_0751,0.46392622590065
TEST_0752,0.9200087189674377
TEST_0753,0.9525389671325684
TEST_0754,0.9071641564369202
TEST_0755,0.8503942489624023
TEST_0756,0.36379969120025635
TEST_0757,0.9752669930458069
TEST_0758,0.9363650679588318
TEST_0759,0.45892152190208435
TEST_0760,0.9069395065307617
TEST_0761,0.6538599133491516
TEST_0762,0.7684845924377441
TEST_0763,0.5616788864135742
TEST_0764,0.9369281530380249
TEST_0765,0.2134304642677307
TEST_0766,0.8144236207008362
TEST_0767,0.6018158793449402
TEST_0768,0.13227131962776184
TEST_0769,0.24998772144317627
TEST_0770,0.9310730695724487
TEST_0771,0.7220672369003296
TEST_0772,0.9181160926818848
TEST_0773,0.2644330561161041
TEST_0774,0.31363940238952637
TEST_0775,0.8047231435775757
TEST_0776,0.4228745400905609
TEST_0777,0.1678733080625534
TEST_0778,0.5620719790458679
TEST_0779,0.15627780556678772
TEST_0780,0.4041895866394043
TEST_0781,0.48680171370506287
TEST_0782,0.19706737995147705
TEST_0783,0.7351307272911072
TEST_0784,0.39384526014328003
TEST_0785,0.47280028462409973
TEST_0786,0.4212159216403961
TEST_0787,0.14496050775051117
TEST_0788,0.21938586235046387
TEST_0789,0.10101453959941864
TEST_0790,0.11771085113286972
TEST_0791,0.6345713138580322
TEST_0792,0.10566916316747665
TEST_0793,0.25035548210144043
TEST_0794,0.0724780485033989
TEST_0795,0.37175580859184265
TEST_0796,0.7658013701438904
TEST_0797,0.06206868961453438
TEST_0798,0.5786650776863098
TEST_0799,0.4546326994895935
TEST_0800,0.18411880731582642
TEST_0801,0.30194178223609924
TEST_0802,0.9697974324226379
TEST_0803,0.8384920954704285
TEST_0804,0.16118156909942627
TEST_0805,0.08523043245077133
TEST_0806,0.29746854305267334
TEST_0807,0.03463456407189369
TEST_0808,0.2113320231437683
TEST_0809,0.8958815932273865
TEST_0810,0.8202041983604431
TEST_0811,0.22653327882289886
TEST_0812,0.8631063103675842
TEST_0813,0.17171062529087067
TEST_0814,0.8686282634735107
TEST_0815,0.11272144317626953
TEST_0816,0.23253406584262848
TEST_0817,0.8417056202888489
TEST_0818,0.8907710313796997
TEST_0819,0.8621659278869629
TEST_0820,0.7470731735229492
TEST_0821,0.6506162881851196
TEST_0822,0.6823011040687561
TEST_0823,0.13609805703163147
TEST_0824,0.5401865839958191
TEST_0825,0.22340472042560577
TEST_0826,0.7554791569709778
TEST_0827,0.2555485665798187
TEST_0828,0.3713172376155853
TEST_0829,0.36665886640548706
TEST_0830,0.632604718208313
TEST_0831,0.8530418276786804
TEST_0832,0.1788165420293808
TEST_0833,0.9561414122581482
TEST_0834,0.5059005618095398
TEST_0835,0.5738363265991211
TEST_0836,0.972684919834137
TEST_0837,0.9720211625099182
TEST_0838,0.9488968849182129
TEST_0839,0.0791059285402298
TEST_0840,0.5794385075569153
TEST_0841,0.14978598058223724
TEST_0842,0.6252785921096802
TEST_0843,0.9654477834701538
TEST_0844,0.4316808581352234
TEST_0845,0.209284707903862
TEST_0846,0.4108402132987976
TEST_0847,0.15981271862983704
TEST_0848,0.4197000563144684
TEST_0849,0.9035840630531311
TEST_0850,0.9476479291915894
TEST_0851,0.20988117158412933
TEST_0852,0.7557508945465088
TEST_0853,0.45769304037094116
TEST_0854,0.9522596001625061
TEST_0855,0.09600629657506943
TEST_0856,0.05769103020429611
TEST_0857,0.14096657931804657
TEST_0858,0.257517546415329
TEST_0859,0.941271960735321
TEST_0860,0.9700302481651306
TEST_0861,0.15218201279640198
TEST_0862,0.10143641382455826
TEST_0863,0.9078512191772461
TEST_0864,0.2517207860946655
TEST_0865,0.6843093633651733
TEST_0866,0.06805424392223358
TEST_0867,0.5768303871154785
TEST_0868,0.6053385138511658
TEST_0869,0.6261836290359497
TEST_0870,0.7680261135101318
TEST_0871,0.9268566370010376
TEST_0872,0.9189987778663635
TEST_0873,0.28907597064971924
TEST_0874,0.05365348234772682
TEST_0875,0.5179504752159119
TEST_0876,0.6296356320381165
TEST_0877,0.8990356922149658
